name,location,adname,address,type,rating,catering,accommodation,mall,store,superMarket,personal_items,residence,business,hospital,school,bus,parking,metro,GDP,country_income,country_consume,urban_income,urban_consume,population
老胡百货副食批发,"112.436724,34.72216",老城区,洛阳市老城区宏进农批物流中心A区15栋8-11号,超级市场,3.5 ,25,3,0,8,9,0,0,0,0,0,0,1,0,24.5864,9810,6523,24597,15443,17.6587
一家人生活超市,"112.442439,34.603164",洛龙区,洛阳市洛龙区关林路39东60米,超级市场,3.5 ,100,8,0,17,6,3,10,0,4,1,9,1,0,172.4,14086,14312,33971,23477,38.69
玉洁生活超市,"112.444312,34.605239",洛龙区,洛阳市洛龙区通济街,超级市场,3.5 ,50,6,0,14,3,1,12,0,5,0,10,2,1,172.4,14086,14312,33971,23477,38.69
华源便利店,"112.363442,34.661422",涧西区,洛阳市涧西区武汉路联盟路交叉口华源南村小区内20米,超级市场,3.5 ,166,10,1,15,14,4,22,1,11,0,5,7,1,73.228,13023,9607,25431,16032,45.2557
云马鲜生快捷超市,"112.489533,34.621549",洛龙区,洛阳市洛龙区开元大道辅路,超级市场,3.5 ,25,8,0,6,1,1,6,4,3,4,9,10,0,172.4,14086,14312,33971,23477,38.69
阿昌社群Vtoken超市,"112.36198,34.662272",涧西区,洛阳市涧西区汉口南路与汉口路交叉口东北100米,超级市场,3.5 ,143,10,1,16,16,4,21,1,11,1,5,7,1,73.228,13023,9607,25431,16032,45.2557
宏乐源生活超市,"112.461319,34.608433",洛龙区,洛阳市洛龙区翠云路中油家园二期北门,超级市场,3.5 ,121,50,0,19,10,2,11,1,10,1,12,24,1,172.4,14086,14312,33971,23477,38.69
老崔超市,"112.361753,34.675544",涧西区,洛阳市涧西区中州西路316号(何记特色砂锅旁),超级市场,3.5 ,25,4,0,5,4,2,9,1,5,0,10,8,2,73.228,13023,9607,25431,16032,45.2557
佳源超市,"112.361217,34.655924",涧西区,洛阳市涧西区武汉南路169附近,超级市场,3.5 ,50,5,0,7,5,1,6,0,3,0,8,3,0,73.228,13023,9607,25431,16032,45.2557
兴隆超市,"112.477529,34.609511",洛龙区,洛阳市洛龙区红旗巷与翠云东路交叉口东北50米,超级市场,3.5 ,268,16,2,50,13,11,16,1,9,0,13,11,0,172.4,14086,14312,33971,23477,38.69
洛阳生鲜店,"112.495665,34.698919",瀍河回族区,洛阳市瀍河回族区瀍河回族区利民东街,超级市场,3.5 ,50,1,0,19,10,0,15,0,3,2,6,1,0,82.7693,11128,9140,25222.11,13646.73,18.84
快递综合超市,"112.358903,34.650489",涧西区,洛阳市涧西区武汉南路东方红汇景城,超级市场,3.5 ,25,0,0,3,3,0,5,1,1,0,4,3,0,73.228,13023,9607,25431,16032,45.2557
日日鑫百货超市,"112.459461,34.60085",洛龙区,洛阳市洛龙区长兴街与香山路交叉口南150米,超级市场,3.5 ,75,50,0,13,4,0,9,0,10,0,25,10,2,172.4,14086,14312,33971,23477,38.69
朗豪烟酒商行,"112.371801,34.702771",西工区,洛阳市西工区衡山路100号五洲国际42栋128号,超级市场,3.5 ,12,4,1,3,4,0,0,0,0,0,7,1,0,133.9005,15701,14909,38783,26889,36.21
利客超市,"112.486148,34.612565",洛龙区,洛阳市洛龙区忠义街忠义仓储大门南9号,超级市场,3.5 ,100,6,1,10,6,2,10,0,2,0,0,6,0,172.4,14086,14312,33971,23477,38.69
鑫和副食超市,"112.38296,34.613831",涧西区,洛阳市涧西区高新开发区翠微路17号,超级市场,3.5 ,8,1,0,1,1,0,5,1,0,0,11,0,0,73.228,13023,9607,25431,16032,45.2557
圆子超市,"112.564864,34.899577",吉利区,洛阳市吉利区河阳路,超级市场,3.5 ,6,0,0,2,1,0,3,0,0,0,3,0,0,46.5255,10619,7509,29440,19995,35.43
香满路超市,"112.396874,34.600255",洛龙区,洛阳市洛龙区科技园街道洛宜路与宇文凯街交又口向西100米,超级市场,3.5 ,75,17,0,6,8,0,7,1,3,0,5,1,0,172.4,14086,14312,33971,23477,38.69
福满鑫烟酒超市,"112.451259,34.596494",洛龙区,洛阳市洛龙区永泰街商屯小区沿街门面房东05号,超级市场,3.5 ,9,10,0,3,3,1,4,0,2,0,13,0,2,172.4,14086,14312,33971,23477,38.69
乐享生活超市,"112.450033,34.595018",洛龙区,洛阳市洛龙区通衢路,超级市场,3.5 ,7,7,0,1,2,0,3,0,0,0,12,0,1,172.4,14086,14312,33971,23477,38.69
怡诺超市,"112.519013,34.685585",瀍河回族区,洛阳市瀍河回族区瀍河回族区东环路辅路,超级市场,3.5 ,50,1,0,6,9,1,1,0,2,0,3,3,1,82.7693,11128,9140,25222.11,13646.73,18.84
美源惠民生活超市,"112.518821,34.687189",瀍河回族区,洛阳市瀍河回族区瀍河回族乡恒大绿洲西区49号楼内侧门面房,超级市场,3.5 ,75,3,0,9,9,1,1,0,1,0,3,4,1,82.7693,11128,9140,25222.11,13646.73,18.84
小国便利超市,"112.394296,34.60077",洛龙区,洛阳市洛龙区富弼北街与滨河南路交叉口南100米蓝郡汇景湾东门,超级市场,3.5 ,75,13,0,7,9,0,7,0,2,0,3,1,0,172.4,14086,14312,33971,23477,38.69
超曼超市,"112.396803,34.597651",洛龙区,洛阳市洛龙区科技园街道开元名郡A区商铺,超级市场,3.5 ,98,16,0,9,9,1,6,0,3,1,7,1,0,172.4,14086,14312,33971,23477,38.69
天天回家超市,"112.519196,34.689126",瀍河回族区,洛阳市瀍河回族区瀍河回族区中州东路辅路,超级市场,3.5 ,91,1,0,5,9,2,2,0,0,0,5,2,1,82.7693,11128,9140,25222.11,13646.73,18.84
永升超市,"112.51922,34.689127",瀍河回族区,洛阳市瀍河回族区瀍河回族乡恒大绿洲西区59号楼,超级市场,3.5 ,75,1,0,5,9,2,2,0,0,0,5,2,1,82.7693,11128,9140,25222.11,13646.73,18.84
好美家生活超市,"112.522658,34.664543",洛龙区,洛阳市洛龙区东环路113号附近,超级市场,3.5 ,25,3,0,1,2,0,0,0,0,0,3,0,0,172.4,14086,14312,33971,23477,38.69
滨河超市,"112.394957,34.598528",洛龙区,洛阳市洛龙区科技园街道洛宜路392号靠近洛龙区龙丰小学对面,超级市场,3.5 ,125,19,0,12,10,5,6,0,4,0,7,1,0,172.4,14086,14312,33971,23477,38.69
鲜厨宜家食材超市,"112.525536,34.690293",瀍河回族区,洛阳市瀍河回族区瀍河回族区中州东路辅路,超级市场,3.5 ,75,3,0,8,12,4,5,0,0,1,5,3,2,82.7693,11128,9140,25222.11,13646.73,18.84
鑫旺批零超市,"112.401355,34.590746",洛龙区,洛阳市洛龙区牡丹大道东100米亿和SOHO国际广场附近,超级市场,3.5 ,25,4,0,5,1,0,1,2,0,1,1,1,0,172.4,14086,14312,33971,23477,38.69
丹尼斯超市(汉华商贸学子街店),"112.424684,34.614173",洛龙区,洛阳市洛龙区学府街附近,大型知名商超,4.0 ,149,17,0,11,6,2,4,2,6,9,5,7,0,172.4,14086,14312,33971,23477,38.69
雅培超市,"112.501809,34.719063",瀍河回族区,洛阳市瀍河回族区沐春路35号附近,超级市场,3.5 ,21,0,0,1,5,1,1,0,0,0,0,0,0,82.7693,11128,9140,25222.11,13646.73,18.84
骅士商店,"112.471922,34.58618",洛龙区,洛阳市洛龙区龙门大道与南环路交叉口骅士二手车市场,超级市场,3.5 ,25,6,1,7,1,0,0,0,1,0,2,1,0,172.4,14086,14312,33971,23477,38.69
霞霞超市,"112.422595,34.578353",洛龙区,洛阳市洛龙区003乡道东50米洛龙区第六实验学校王屯小学附近,超级市场,3.5 ,1,0,0,0,1,0,0,0,0,0,0,0,0,172.4,14086,14312,33971,23477,38.69
瀍河区秦家超市,"112.534135,34.69794",瀍河回族区,洛阳市瀍河回族区瀍河回族乡史家湾馨苑小区利民市场,超级市场,3.5 ,22,0,0,5,3,1,4,0,0,4,4,2,1,82.7693,11128,9140,25222.11,13646.73,18.84
大张超市(关林店),"112.476476,34.617458",洛龙区,洛阳市洛龙区关林镇钱江家具广场2层C区7号,大型知名商超,4.6 ,396,75,3,25,13,19,20,0,6,0,19,24,0,172.4,14086,14312,33971,23477,38.69
张优超市,"112.359305,34.595599",涧西区,洛阳市涧西区高新区辛店镇徐家营市区南门,超级市场,3.5 ,75,2,0,12,3,2,2,0,1,0,7,1,0,73.228,13023,9607,25431,16032,45.2557
清心生活超市,"112.356436,34.598671",涧西区,洛阳市涧西区三元路与323省道交叉口西北100米,超级市场,3.5 ,75,5,0,15,5,3,2,0,1,0,7,1,0,73.228,13023,9607,25431,16032,45.2557
光明百货超市,"112.420698,34.418417",伊川县,洛阳市伊川县文化南路228号邮政储蓄银行旁边,超级市场,2.9 ,197,4,1,25,8,6,23,4,9,6,9,2,0,290,8730,6750,19024,14805,45.66
分购生活超市,"112.474474,34.570506",洛龙区,洛阳市洛龙区龙门镇广化寺中街,超级市场,3.5 ,99,50,0,16,2,3,6,0,1,0,3,5,0,172.4,14086,14312,33971,23477,38.69
大张超市(孟津店),"112.442144,34.819074",孟津县,洛阳市孟津县小浪底路,大型知名商超,4.6 ,199,11,1,10,9,10,25,1,4,5,7,5,0,202.58,8385,3337,19695,13883,41.84
文博平价超市,"112.40905,34.570174",洛龙区,洛阳市洛龙区梁屯小区17号楼一楼2号,超级市场,3.5 ,1,0,0,0,2,0,1,0,0,0,0,0,0,172.4,14086,14312,33971,23477,38.69
银兴隆超市,"112.410699,34.694038",西工区,洛阳市西工区经三路西50米,超级市场,3.5 ,25,3,0,8,5,0,4,0,2,0,3,0,0,133.9005,15701,14909,38783,26889,36.21
祎航超市,"112.356802,34.580487",洛龙区,洛阳市洛龙区丰鑫社区3号楼2单元102室,超级市场,3.5 ,1,0,0,1,1,0,1,0,0,0,1,0,0,172.4,14086,14312,33971,23477,38.69
铭源超市,"112.54881,34.608135",洛龙区,洛阳市洛龙区诸葛镇正泰嘉苑13-12,超级市场,3.5 ,12,0,0,1,1,1,2,0,0,0,0,0,0,172.4,14086,14312,33971,23477,38.69
罗庄超市,"112.617911,34.687699",洛龙区,洛阳市洛龙区001乡道南50米,超级市场,3.5 ,4,0,0,2,2,0,0,0,0,0,4,0,0,172.4,14086,14312,33971,23477,38.69
帅鹏便民商店,"112.434175,34.551731",洛龙区,洛阳市洛龙区科技园街道毕沟村帅鹏便民商店,超级市场,3.5 ,0,0,0,0,1,0,0,0,0,0,0,0,0,172.4,14086,14312,33971,23477,38.69
潘东生活量贩,"112.577798,34.677855",洛龙区,洛阳市洛龙区X023(岳洛路),超级市场,3.5 ,7,4,0,1,3,0,0,0,0,0,4,0,0,172.4,14086,14312,33971,23477,38.69
易隆百货超市,"112.540935,34.57883",洛龙区,洛阳市洛龙区S320(龙顾路),超级市场,3.5 ,19,0,0,7,3,0,0,0,4,0,3,3,0,172.4,14086,14312,33971,23477,38.69
子轩生活超市,"112.328767,34.589789",涧西区,洛阳市涧西区323省道北150米,超级市场,3.5 ,3,0,0,3,1,0,0,0,0,0,2,0,0,73.228,13023,9607,25431,16032,45.2557
吉祥超市,"112.63981,34.691667",洛龙区,洛阳市洛龙区001乡道东50米,超级市场,3.5 ,1,0,0,0,2,0,0,0,0,0,5,0,0,172.4,14086,14312,33971,23477,38.69
菜农直供超市,"112.580591,34.632687",洛龙区,洛阳市洛龙区新源路,超级市场,3.5 ,24,2,0,1,4,0,6,0,0,0,6,0,0,172.4,14086,14312,33971,23477,38.69
爱霞超市,"112.581056,34.629376",洛龙区,洛阳市洛龙区伊滨区白塔路与提驾庄街,超级市场,3.5 ,17,1,0,2,4,0,6,0,0,0,2,0,0,172.4,14086,14312,33971,23477,38.69
天猫小店红欣超市,"112.581177,34.611451",洛龙区,洛阳市洛龙区提驾庄街兰台嘉苑33-102商铺,超级市场,3.5 ,21,0,0,2,2,0,1,0,0,0,3,0,0,172.4,14086,14312,33971,23477,38.69
家家乐超市,"112.308109,34.586387",涧西区,洛阳市涧西区高新区辛店镇柳行村,超级市场,3.5 ,2,0,0,0,1,0,0,0,0,0,4,0,0,73.228,13023,9607,25431,16032,45.2557
京津量贩(贠庄店),"112.334914,34.561871",洛龙区,洛阳市洛龙区高新技术产业开发区丰李镇贠庄村,超级市场,3.5 ,25,1,1,3,3,1,0,0,1,0,4,0,0,172.4,14086,14312,33971,23477,38.69
好一家超市,"112.597934,34.635397",洛龙区,洛阳市洛龙区玉泉嘉苑5号6号门面房,超级市场,3.5 ,25,1,0,3,2,0,3,0,0,0,6,0,0,172.4,14086,14312,33971,23477,38.69
佳鑫百货超市,"112.592348,34.601267",洛龙区,洛阳市洛龙区李村镇卫生院对面,超级市场,3.5 ,50,10,0,9,4,6,0,0,4,0,4,0,0,172.4,14086,14312,33971,23477,38.69
千娇百媚,"112.617533,34.674651",洛龙区,洛阳市洛龙区佃庄镇乡政府东50米,超级市场,3.5 ,23,0,0,3,3,2,0,0,1,0,4,0,0,172.4,14086,14312,33971,23477,38.69
洛阳市中兴副食经销部,"112.507999,34.708923",瀍河回族区,洛阳市瀍河回族区A区-9号楼-13号,超级市场,3.5 ,21,4,0,6,5,0,0,0,0,0,1,0,0,82.7693,11128,9140,25222.11,13646.73,18.84
萌珂副食,"112.508096,34.709045",瀍河回族区,洛阳市瀍河回族区瀍河回族乡沐春路洛阳通河农贸市场北350米,超级市场,3.5 ,21,4,0,6,5,0,0,0,0,0,1,0,0,82.7693,11128,9140,25222.11,13646.73,18.84
应杰调味品店,"112.640565,34.626111",洛龙区,洛阳市洛龙区东庞村菜市场对面,超级市场,3.5 ,25,5,0,4,2,8,1,0,2,0,1,0,0,172.4,14086,14312,33971,23477,38.69
恩惠超市,"112.649057,34.62602",洛龙区,洛阳市洛龙区庞村镇掘山岭,超级市场,3.5 ,100,13,0,6,7,10,1,0,3,1,4,0,0,172.4,14086,14312,33971,23477,38.69
鑫天地超市,"112.345108,34.70725",西工区,洛阳市西工区下纸线西50米,超级市场,3.5 ,25,1,1,1,1,0,0,0,0,0,3,2,0,133.9005,15701,14909,38783,26889,36.21
妙妙超市,"112.39452,34.676051",涧西区,洛阳市涧西区上海市场华山路与电厂路中侨绿城北门,超级市场,3.5 ,75,5,1,22,10,2,8,1,4,1,2,5,0,73.228,13023,9607,25431,16032,45.2557
信诚综合超市,"112.655405,34.581548",洛龙区,洛阳市洛龙区掘丁路附近,超级市场,3.5 ,25,2,0,2,4,2,2,0,1,0,3,0,0,172.4,14086,14312,33971,23477,38.69
鑫鑫超市,"112.657513,34.625931",洛龙区,洛阳市洛龙区320省道附近,超级市场,3.5 ,25,3,0,3,6,2,0,0,0,0,2,0,0,172.4,14086,14312,33971,23477,38.69
迎迎生活超市,"112.662416,34.627684",洛龙区,洛阳市洛龙区伊滨区庞村镇六合大道,超级市场,3.5 ,25,1,0,4,6,1,0,0,0,0,2,1,0,172.4,14086,14312,33971,23477,38.69
惠旺超市,"112.473684,34.689057",老城区,洛阳市老城区建安街古都绿城门面房3号,超级市场,3.5 ,321,11,2,25,15,15,50,1,12,0,24,10,2,24.5864,9810,6523,24597,15443,17.6587
大信超市,"112.472309,34.685238",老城区,洛阳市老城区义勇东街与义勇前街交叉口西北100米,超级市场,3.5 ,323,25,2,25,14,19,50,3,25,0,15,20,2,24.5864,9810,6523,24597,15443,17.6587
惠福便民超市,"112.571709,34.901492",吉利区,洛阳市吉利区S245(中原路),超级市场,3.5 ,15,1,0,5,1,0,4,0,3,0,2,2,0,46.5255,10619,7509,29440,19995,35.43
丹尼斯超市(汉华商贸定鼎店),"112.464027,34.673684",老城区,洛阳市老城区新生西街与晓月街交叉口西100米,大型知名商超,3.5 ,113,25,0,21,7,1,25,5,8,1,3,16,1,24.5864,9810,6523,24597,15443,17.6587
哎优超市,"112.605338,34.900627",吉利区,洛阳市吉利区中原路257号,超级市场,3.5 ,114,14,0,9,4,3,7,1,2,0,7,8,0,46.5255,10619,7509,29440,19995,35.43
购物中心,"112.433534,34.603709",洛龙区,洛阳市洛龙区学府街附近,超级市场,3.5 ,19,0,0,0,1,2,4,0,0,12,4,0,0,172.4,14086,14312,33971,23477,38.69
全民乐,"112.611172,34.900982",吉利区,洛阳市吉利区中原路与文化路交叉口西50米,超级市场,3.5 ,92,7,0,6,1,2,5,0,1,1,3,5,0,46.5255,10619,7509,29440,19995,35.43
同达便利(世贸店),"112.441442,34.618181",洛龙区,洛阳市洛龙区开元大道世贸中心一楼,超级市场,3.5 ,75,15,1,3,2,13,12,8,7,1,9,25,2,172.4,14086,14312,33971,23477,38.69
蓝天便利超市(绿洲店),"112.523217,34.688221",瀍河回族区,洛阳市瀍河回族区中州东路恒大绿洲58栋,超级市场,3.5 ,125,4,0,11,16,3,4,0,2,0,5,5,1,82.7693,11128,9140,25222.11,13646.73,18.84
绿晨超市,"112.426922,34.594285",洛龙区,洛阳市洛龙区高新区关林大道龙和西街龙和小区旁,超级市场,3.5 ,25,10,0,3,7,1,6,0,3,0,6,0,0,172.4,14086,14312,33971,23477,38.69
静静商店,"112.474422,34.613446",洛龙区,洛阳市洛龙区关林商贸城门口,超级市场,3.5 ,224,21,3,25,12,20,12,0,3,0,12,18,0,172.4,14086,14312,33971,23477,38.69
茂业生活超市(翰林苑店),"112.432894,34.59407",洛龙区,洛阳市洛龙区学府街翰林院3幢东门口,超级市场,3.5 ,25,9,0,4,8,2,6,0,2,0,3,0,0,172.4,14086,14312,33971,23477,38.69
亿佳鲜超市行署路会员店,"112.422297,34.659744",西工区,洛阳市西工区临涧路4号院1幢130号,超级市场,3.5 ,237,22,0,20,11,6,75,4,13,4,8,15,2,133.9005,15701,14909,38783,26889,36.21
腾威百文,"112.412284,34.651194",涧西区,洛阳市涧西区九都西路73-6号,超级市场,3.5 ,379,25,2,24,7,12,25,3,10,2,15,13,1,73.228,13023,9607,25431,16032,45.2557
居香园超市(建业龙城店),"112.452324,34.601583",洛龙区,洛阳市洛龙区洛阳市-洛龙区-龙门镇-建业龙城一期南门11号楼101商铺,超级市场,3.5 ,25,7,0,8,3,1,6,0,2,0,15,5,2,172.4,14086,14312,33971,23477,38.69
利百家超市,"112.420111,34.672354",西工区,洛阳市西工区升龙广场C区19号楼3单元1层,超级市场,3.5 ,139,100,1,15,6,2,16,2,6,1,6,12,1,133.9005,15701,14909,38783,26889,36.21
丹尼斯超市(汉华商贸丽都店),"112.421165,34.696561",西工区,洛阳市西工区道北三路与王城大道交叉口西侧,大型知名商超,3.5 ,50,6,0,13,4,0,12,0,6,0,0,13,1,133.9005,15701,14909,38783,26889,36.21
苗苗百货店,"112.422158,34.673606",西工区,洛阳市西工区纱西农贸市场,超级市场,3.5 ,148,100,1,15,6,3,25,2,10,1,6,9,1,133.9005,15701,14909,38783,26889,36.21
集体产品超市,"112.42241,34.651009",西工区,洛阳市西工区上阳路靠近豪仕嘉园,超级市场,3.5 ,50,7,0,19,4,3,23,1,3,0,7,8,0,133.9005,15701,14909,38783,26889,36.21
福万家便民超市(帝都国际城店),"112.471569,34.628673",洛龙区,洛阳市洛龙区龙门大道与古城路交叉口帝都国际城东门30米,超级市场,3.5 ,75,13,0,9,8,4,6,0,4,0,9,7,0,172.4,14086,14312,33971,23477,38.69
合家欢超市,"112.333957,34.561637",洛龙区,洛阳市洛龙区319省道南50米,超级市场,3.5 ,25,1,1,3,3,1,0,0,1,0,4,0,0,172.4,14086,14312,33971,23477,38.69
六六通超市,"112.389349,34.613611",涧西区,洛阳市涧西区河洛路与凌波路交叉口张庄村卫生室旁,超级市场,3.5 ,25,0,0,4,3,0,3,1,0,0,5,4,0,73.228,13023,9607,25431,16032,45.2557
惠佳便利店,"112.395411,34.62238",涧西区,洛阳市涧西区侯天路苗记饭店旁,超级市场,3.5 ,21,3,0,3,5,0,6,1,1,0,5,5,0,73.228,13023,9607,25431,16032,45.2557
顺鹏超市,"112.47709,34.714664",老城区,洛阳市老城区243省道东50米,超级市场,3.5 ,2,0,0,3,1,0,1,0,0,0,3,0,0,24.5864,9810,6523,24597,15443,17.6587
左邻右舍,"112.454468,34.612899",洛龙区,洛阳市洛龙区泉舜购物广场四楼,超级市场,3.5 ,202,50,3,9,3,5,6,3,3,0,16,20,3,172.4,14086,14312,33971,23477,38.69
洛邑超市,"112.487368,34.678851",老城区,洛阳市老城区柳林南街23号,超级市场,3.5 ,121,19,0,11,2,2,13,0,3,0,6,15,1,24.5864,9810,6523,24597,15443,17.6587
福满多百货超市,"112.423657,34.689493",西工区,洛阳市西工区大路口村石油路72号5-8号,超级市场,3.5 ,8,0,0,4,4,0,12,0,0,1,5,2,1,133.9005,15701,14909,38783,26889,36.21
万家福平价超市,"112.399962,34.71553",老城区,洛阳市老城区牡丹路西50米,超级市场,3.5 ,3,0,0,3,1,0,0,0,0,0,1,0,0,24.5864,9810,6523,24597,15443,17.6587
喜争烟酒超市,"112.379143,34.668572",涧西区,洛阳市涧西区长安路与景华路交叉口三百米黄牛宴北边,超级市场,3.5 ,172,9,0,24,10,3,25,1,8,0,5,12,1,73.228,13023,9607,25431,16032,45.2557
邮政服务三农连锁超市,"112.515252,34.584118",洛龙区,洛阳市洛龙区诸葛镇5号小区社区,超级市场,3.5 ,0,0,0,0,1,0,0,0,0,0,0,0,0,172.4,14086,14312,33971,23477,38.69
好又多超市,"112.553019,34.580733",洛龙区,洛阳市洛龙区白梁线与320省道交叉口西南50米,超级市场,3.5 ,7,1,0,1,1,0,0,0,0,0,1,1,0,172.4,14086,14312,33971,23477,38.69
诚强超市,"112.433532,34.695387",老城区,洛阳市老城区状元红路状元府邸17号楼下1号门面房,超级市场,3.5 ,50,3,0,11,2,1,9,0,1,1,10,0,1,24.5864,9810,6523,24597,15443,17.6587
登攀批发超市,"112.357111,34.660696",涧西区,洛阳市涧西区南华路与龙裕路交叉口南200米,超级市场,3.5 ,13,4,0,7,6,0,7,0,0,0,2,2,0,73.228,13023,9607,25431,16032,45.2557
多家送批发超市(顺驰店),"112.416159,34.633258",涧西区,洛阳市涧西区丽新路和滨河北路交叉口向西100米多家送批发超市,超级市场,3.5 ,25,6,0,7,4,1,15,0,5,0,9,10,0,73.228,13023,9607,25431,16032,45.2557
洛阳波之兮商贸有限公司,"112.39714,34.647419",涧西区,洛阳市涧西区太原路六冶嘉苑17号商铺,超级市场,3.5 ,172,14,0,21,7,3,25,3,8,2,11,0,1,73.228,13023,9607,25431,16032,45.2557
铭星超市,"112.524389,34.68741",瀍河回族区,洛阳市瀍河回族区中州东路恒大绿洲东区内,超级市场,1.5 ,75,3,0,9,10,2,3,0,2,0,4,4,1,82.7693,11128,9140,25222.11,13646.73,18.84
西工大千超市,"112.451573,34.676449",西工区,洛阳市西工区玻璃厂路10附近,超级市场,1.7 ,351,20,7,22,7,16,25,9,11,1,10,25,2,133.9005,15701,14909,38783,26889,36.21
惠而美超市(梧桐里店),"112.390765,34.70225",西工区,洛阳市西工区道北五路凯瑞梧桐里26-116商铺,超级市场,3.5 ,50,2,0,9,9,0,4,0,2,0,2,2,0,133.9005,15701,14909,38783,26889,36.21
丹尼斯超市(水木箐华店),"112.409772,34.605744",洛龙区,洛阳市洛龙区瀛洲路和洛宜路交叉口向西50米,大型知名商超,4.0 ,100,25,0,15,10,1,7,1,1,0,9,4,0,172.4,14086,14312,33971,23477,38.69
济泽超市,"112.396472,34.703895",西工区,洛阳市西工区龙邦速递北50米(华山路东),超级市场,3.5 ,50,5,0,4,9,0,1,0,1,0,11,3,0,133.9005,15701,14909,38783,26889,36.21
